0,1,2,3,4,5,6,7,8
-14,-1,-1,-1,0,-27,-4,-9,-28
-15,-1,-1,-1,0,-28,-4,-9,-28
-15,-1,-1,-1,0,-28,-4,-9,-28
-15,-1,-1,-1,0,-29,-5,-9,-28
-15,-1,-1,-1,0,-29,-5,-9,-28
-15,-1,-1,-1,0,-28,-5,-9,-28
-15,-1,-1,-1,0,-28,-5,-9,-28
-16,-1,-1,-1,0,-28,-5,-9,-28
-16,-1,-1,-1,0,-28,-5,-9,-28
-15,-1,-1,-1,0,-28,-5,-9,-28
-15,-1,-1,-1,0,-28,-5,-9,-28
-15,-1,-1,-1,0,-27,-4,-9,-28
-15,-1,-1,-1,0,-27,-4,-9,-28
-15,-1,-1,-1,0,-27,-4,-9,-28
-15,-1,-1,-1,0,-27,-4,-9,-28
-14,-1,-1,-1,0,-28,-5,-9,-28
-14,-1,-1,-1,0,-27,-5,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-14,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-26,-4,-9,-28
-13,-1,-1,-1,0,-26,-4,-9,-28
-13,-1,-1,-1,0,-26,-4,-9,-28
-13,-1,-1,-1,0,-26,-4,-9,-28
-13,-1,-1,-1,0,-26,-4,-9,-28
-13,-1,-1,-1,0,-26,-4,-9,-28
-12,-1,-1,-1,0,-26,-4,-9,-28
-12,-1,-1,-1,0,-25,-4,-9,-28
-12,-1,-1,-1,0,-25,-4,-9,-28
-12,-1,-1,-1,0,-25,-3,-8,-28
-12,-1,-1,-1,0,-25,-4,-8,-28
-12,-1,-1,-1,0,-25,-4,-9,-28
-12,-1,-1,-1,0,-25,-3,-8,-28
-12,-1,-1,-1,0,-25,-3,-8,-28
-12,-1,-1,-1,0,-25,-3,-8,-28
-12,-1,-1,-1,0,-25,-3,-8,-28
-12,-1,-1,-1,0,-25,-3,-8,-28
-12,-1,-1,-1,0,-26,-4,-8,-28
-12,-1,-1,-1,0,-26,-4,-9,-28
-12,-1,-1,-1,0,-26,-4,-9,-28
-12,-1,-1,-1,0,-26,-4,-9,-28
-12,-1,-1,-1,0,-26,-4,-9,-28
-12,-1,-1,-1,0,-26,-4,-9,-28
-13,-1,-1,-1,0,-26,-4,-9,-28
-12,-1,-1,-1,0,-27,-4,-9,-28
-12,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-13,-1,-1,-1,0,-27,-4,-9,-28
-13,-1,-1,-1,0,-28,-4,-9,-28
-14,-1,-1,-1,0,-28,-4,-9,-28
-14,-1,-1,-1,0,-28,-4,-9,-28
-14,-1,-1,-1,0,-28,-4,-9,-28
-14,-1,-1,-1,0,-28,-5,-9,-28
-14,-1,-1,-1,0,-28,-5,-9,-28
-15,-1,-1,-1,0,-28,-5,-9,-28
-15,-1,-1,-1,0,-29,-5,-9,-28
-15,-1,-1,-1,0,-29,-5,-9,-28
-15,-1,-1,-1,0,-29,-5,-9,-28
-15,-1,-1,-1,0,-30,-5,-9,-28
-15,-1,-1,-1,0,-30,-5,-10,-28
-15,-1,-1,-1,0,-30,-5,-10,-28
-16,-1,-1,-1,0,-30,-5,-10,-28
-16,-1,-1,-1,0,-31,-5,-10,-28
-16,-1,-1,-1,0,-31,-5,-10,-28
-16,-1,-1,-1,0,-31,-5,-10,-28
-16,-1,-1,-1,0,-31,-6,-10,-28
-17,-1,-1,-1,0,-31,-6,-10,-28
-17,-1,-1,-1,0,-32,-6,-10,-28
-17,-1,-1,-1,0,-32,-6,-10,-28
