9,8,0,0,4,9,4,11,24
5,4,0,0,0,5,1,8,23
4,4,0,0,1,4,1,8,23
2,2,1,1,1,4,0,3,20
4,2,1,0,1,10,0,3,15
5,5,0,0,1,5,2,9,24
4,4,0,0,1,3,1,8,23
5,4,0,0,0,5,1,8,23
4,3,1,0,1,4,1,4,16
5,4,0,0,0,5,1,8,24
0,-1,1,1,1,3,-3,1,11
1,-1,1,1,1,3,-2,1,14
3,4,1,1,1,8,1,3,20
4,4,1,1,1,7,0,4,20
1,1,1,1,1,5,-1,2,19
8,7,0,0,5,9,4,11,24
4,4,1,1,1,7,0,4,19
9,8,0,0,4,10,4,11,24
5,5,1,0,1,11,2,4,20
8,7,1,1,5,2,3,11,23
4,2,1,0,1,5,0,3,14
4,4,1,1,1,6,1,4,21
5,5,1,0,1,11,2,5,21
4,4,0,0,1,3,1,8,23
3,4,1,1,1,5,1,4,20
5,5,1,0,1,10,1,4,19
8,8,1,1,9,2,4,11,24
2,1,1,0,1,4,-1,2,15
4,3,-1,0,0,5,1,7,22
5,4,-1,0,0,5,2,8,23
8,7,1,1,7,2,3,11,23
5,5,0,1,1,4,1,8,24
2,0,1,0,1,6,-1,2,15
2,0,1,0,1,8,-1,1,10
8,8,1,1,8,2,3,11,23
3,1,1,0,1,9,0,2,12
4,3,-1,0,0,4,1,7,21
5,4,0,0,1,4,1,8,24
4,2,1,0,1,8,0,3,16
4,2,-1,0,0,10,0,6,22
5,5,1,0,1,10,2,4,19
5,4,1,0,1,9,1,5,19
9,9,1,1,12,3,4,12,25
5,4,1,0,1,10,1,4,20
9,8,0,0,5,10,5,11,24
3,4,1,0,1,5,1,4,20
4,2,-1,0,0,10,0,7,22
4,3,0,0,0,4,1,7,20
3,4,1,1,1,5,1,4,20
4,3,-1,0,2,3,0,7,22
2,1,1,0,1,7,-1,2,15
3,4,1,0,1,9,1,3,20
6,3,0,0,0,9,2,8,19
2,2,1,1,1,4,0,3,19
3,2,1,0,1,10,0,2,14
2,3,1,1,1,4,0,4,20
8,7,1,1,6,2,3,11,22
2,1,1,0,1,7,-2,1,13
4,5,1,1,1,8,1,4,21
7,6,0,0,2,9,3,10,24
4,2,-1,0,0,11,0,6,21
5,5,1,0,1,10,2,5,21
4,3,0,1,1,5,1,6,18
3,2,1,0,1,7,0,3,19
6,4,0,0,0,10,2,8,19
5,3,0,0,0,10,1,7,17
4,4,1,1,1,8,1,4,21
3,2,1,0,1,7,-1,2,16
4,2,-1,0,0,10,0,6,22
4,3,1,1,1,8,0,4,18
3,2,-1,0,0,5,1,6,19
3,4,1,1,1,8,1,4,20
1,1,1,1,1,3,-1,2,18
4,4,1,1,1,7,1,4,21
4,2,1,0,1,4,1,3,15
3,3,1,0,1,7,0,3,20
7,4,0,0,0,10,2,9,20
2,1,1,0,1,4,-1,2,14
8,9,1,1,11,3,4,12,24
3,2,1,0,1,6,0,3,19
8,7,0,0,3,9,4,11,23
3,1,1,0,1,10,-1,1,10
6,3,0,0,0,10,2,8,18
4,4,1,1,1,7,1,4,21
8,8,0,0,5,9,4,11,24
5,5,0,1,1,4,2,9,25
9,9,1,1,13,3,4,12,25
2,3,1,1,1,5,0,3,20
3,4,1,1,1,5,1,4,18
4,3,0,0,0,4,1,7,20
4,2,-1,0,0,8,0,6,22
4,4,0,0,1,3,1,7,22
3,2,-1,0,0,5,1,6,20
4,3,0,0,0,5,1,7,20
1,0,1,1,1,4,-2,1,14
8,8,1,1,11,2,4,12,24
3,1,1,0,1,10,-1,1,11
8,8,1,1,9,3,4,11,23
3,1,1,0,0,10,-1,2,11
4,3,0,1,1,4,1,7,21
9,8,0,0,4,10,4,11,24
2,0,1,0,1,5,-2,1,12
2,0,1,0,1,8,-1,0,8
4,4,1,1,1,8,0,4,19
4,4,1,1,1,8,1,4,21
4,4,0,0,1,4,1,8,24
2,1,1,0,1,7,-1,1,14
0,-2,1,1,1,3,-3,0,10
2,2,1,1,1,5,-1,3,19
5,5,0,0,1,5,2,9,24
3,1,-1,0,0,7,0,5,20
2,2,1,0,1,6,-1,2,15
8,8,1,1,9,2,4,12,24
9,8,0,0,4,10,4,12,24
2,1,1,0,1,5,-1,2,12
6,5,0,1,1,4,2,9,24
4,3,-1,0,0,10,1,7,22
2,1,1,0,1,4,-1,1,8
4,4,1,1,1,8,1,4,21
4,2,-1,0,0,11,0,7,21
4,5,1,0,1,11,1,3,19
4,3,-1,0,3,3,0,7,22
4,2,-1,0,0,11,1,6,22
5,5,1,0,1,10,2,5,22
8,7,1,1,6,2,3,11,23
2,2,1,1,1,4,0,3,20
4,4,1,1,1,8,1,4,20
2,1,1,1,1,2,-1,3,14
7,5,0,0,0,10,3,9,21
4,3,-1,0,2,3,0,7,22
2,0,1,0,1,5,-2,1,12
2,1,1,1,1,4,-1,3,19
