0,1,2,3,4,5,6,7,8
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,10,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,18,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,-1,0,9,19,3,7,17
7,7,0,0,10,19,3,7,17
7,7,0,0,10,19,3,7,17
7,7,0,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,0,0,10,19,3,7,17
7,7,0,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,-1,0,10,19,3,7,17
7,7,0,0,10,19,3,7,16
7,7,0,0,10,19,3,7,16
7,7,-1,0,10,19,3,7,16
7,7,-1,0,10,19,3,7,16
7,7,0,0,10,19,3,7,16
7,7,-1,0,10,19,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,15
7,7,0,0,11,18,3,6,15
7,7,-1,0,11,18,3,6,15
7,7,-1,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,-1,0,11,18,3,6,16
7,7,0,0,11,18,3,6,16
7,7,0,0,10,18,3,6,16
7,7,-1,0,10,18,3,6,16
7,7,-1,0,10,18,3,6,16
7,7,-1,0,10,18,3,6,16
7,7,-1,0,10,18,3,6,16
7,7,-1,0,10,18,3,6,16
7,7,0,0,10,18,3,6,16
