5,8,14,9,14,7,4,5,6
6,9,15,10,12,8,4,5,6
3,5,9,2,7,6,2,3,5
10,14,21,18,21,11,7,9,7
6,10,15,10,15,8,6,5,6
5,8,14,10,14,7,4,4,6
5,8,13,9,11,6,4,4,5
6,9,16,11,16,8,4,6,6
7,10,16,12,12,7,5,5,4
7,11,17,12,16,9,5,7,7
5,8,14,10,14,7,4,4,6
9,13,21,18,21,11,7,8,7
5,7,12,6,11,8,4,5,7
5,9,14,9,14,7,5,5,6
6,9,16,12,16,8,4,6,6
3,6,10,4,9,5,2,3,5
6,10,16,12,12,7,4,4,4
3,6,10,4,9,7,3,4,7
5,7,12,7,9,7,3,4,5
6,9,14,8,13,7,5,5,6
4,7,12,6,12,7,3,4,7
7,10,17,12,16,9,5,7,7
5,8,14,10,14,7,4,4,6
5,8,13,8,10,7,4,4,4
8,12,20,16,19,10,6,7,6
5,7,11,5,11,9,3,6,7
6,9,14,8,13,8,5,6,6
3,6,10,4,9,7,2,4,6
5,9,15,11,15,8,3,5,6
5,8,14,9,15,8,3,6,6
6,9,15,10,15,8,5,6,7
4,7,12,7,12,7,3,4,7
5,7,12,6,12,8,3,4,7
4,8,13,9,13,7,3,4,6
5,8,13,8,12,9,4,5,7
4,7,12,6,11,7,3,4,7
6,8,14,10,15,8,3,6,6
5,8,15,11,16,8,3,5,6
5,7,11,5,11,8,4,5,7
6,9,14,10,11,6,4,4,5
5,7,11,6,8,7,3,3,5
4,8,14,9,13,6,3,4,6
5,8,14,9,14,8,4,5,7
7,11,17,12,16,9,5,7,7
3,7,12,7,12,6,2,3,6
6,9,15,11,12,7,5,5,5
5,7,11,5,7,7,3,3,5
7,10,17,14,18,10,5,7,7
5,6,10,3,10,8,3,5,6
6,9,15,10,15,8,6,5,6
8,12,20,17,20,10,6,7,6
4,8,14,10,14,7,3,4,6
8,12,20,16,20,10,6,7,6
9,13,21,18,21,9,7,8,6
4,8,14,9,14,7,3,4,6
4,8,13,9,13,6,3,4,6
3,6,10,3,8,6,2,3,5
6,8,12,6,12,8,4,6,6
5,9,16,11,15,8,3,5,6
6,9,15,10,15,8,6,5,6
9,13,21,19,21,10,7,8,7
6,9,14,8,13,8,5,6,7
7,11,17,12,16,9,5,7,7
7,10,17,13,13,7,5,5,4
4,7,10,4,10,8,4,4,6
9,14,23,21,23,10,7,8,7
6,9,14,9,14,8,5,5,7
7,10,16,12,12,8,5,5,5
4,8,14,9,14,7,3,4,6
4,6,9,3,5,6,2,2,5
5,8,14,9,15,8,3,6,6
