0,1,2,3,4,5,6,7,8
8,11,16,9,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,17,9,17,10,7,7,6
9,11,17,9,17,10,7,7,6
9,11,17,9,17,10,7,7,6
8,11,17,9,17,10,7,7,6
8,11,17,9,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,9,17,10,7,7,6
8,11,16,9,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,8,17,10,7,7,6
8,11,16,8,17,10,6,6,6
8,11,16,8,16,10,6,6,6
8,11,16,8,16,10,6,6,6
8,11,16,8,16,10,6,6,6
8,11,16,8,16,10,6,6,6
8,11,16,8,16,10,6,6,6
8,11,16,8,16,10,6,6,6
8,11,16,8,16,10,6,6,6
8,11,16,8,17,10,6,6,6
8,11,16,8,17,10,6,6,6
8,11,16,8,17,10,7,6,6
8,11,17,9,17,10,7,6,6
8,11,17,9,17,10,7,7,6
8,11,17,9,17,10,7,7,6
8,11,16,9,17,10,7,7,6
8,11,16,8,17,10,6,6,6
8,11,17,9,17,10,6,6,6
8,11,17,9,17,10,7,7,6
8,11,17,10,18,10,7,7,6
8,11,17,10,18,10,7,7,6
8,11,17,9,17,10,6,7,6
8,11,17,9,17,10,6,6,5
8,11,17,10,18,10,7,7,6
8,11,18,10,18,10,7,7,6
9,11,18,10,18,10,7,7,6
9,11,18,10,18,10,7,7,6
9,11,17,10,18,10,7,7,6
9,11,17,10,18,10,7,7,6
8,11,17,10,18,10,7,7,6
8,11,17,10,18,10,6,6,5
8,11,18,10,18,10,7,6,5
8,11,17,10,18,10,7,7,5
8,11,17,10,18,10,7,7,5
8,11,17,10,18,10,7,7,5
8,11,17,10,18,10,7,7,5
8,11,18,10,18,10,7,7,5
9,11,18,10,18,10,7,7,5
9,11,18,10,18,10,7,7,5
9,12,18,11,18,10,7,7,5
9,12,18,11,18,10,7,7,5
9,12,18,11,18,10,7,7,5
9,12,18,11,18,10,7,7,5
9,12,18,11,19,10,7,7,5
9,12,18,11,19,10,7,7,5
9,12,18,11,19,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,19,11,19,10,7,7,5
9,12,19,11,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,19,10,7,7,5
9,12,19,12,20,10,7,7,5
9,12,19,12,20,10,7,7,5
9,13,19,12,20,10,7,7,5
9,13,19,12,20,10,7,7,6
9,13,19,12,20,10,7,7,6
9,12,19,11,19,10,7,7,6
9,12,19,11,19,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,18,10,18,10,7,7,6
9,12,18,10,18,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,18,11,19,10,7,7,6
9,12,18,10,18,10,7,7,6
9,12,18,10,18,10,7,7,6
9,12,18,10,18,10,7,7,6
9,11,17,9,17,10,7,7,6
8,11,17,9,17,10,7,7,6
8,11,17,8,17,10,7,7,6
